host,interface,admin_status,oper_status,description
172.18.2.115,show,interfaces,description,
172.18.2.115,Vl1,admin,down,down
172.18.2.115,Vl200,up,up,OOB-Network
172.18.2.115,Vl888,admin,down,down     BLACKHOLE
172.18.2.115,Vl1119,up,up,Data_19N
172.18.2.115,Vl1212,up,up,P2P-ER01-AC
172.18.2.115,Vl1217,up,up,GUEST
172.18.2.115,Vl1222,up,up,P2P-ER02-AC
172.18.2.115,Vl1227,up,up,GUEST
172.18.2.115,Vl1590,admin,down,down     MCO
172.18.2.115,Vl1719,up,up,Video_19N
172.18.2.115,Vl1900,up,up,SWTC19AC15_MGMT
172.18.2.115,Vl3290,up,up,GUEST
172.18.2.115,Gi0/0,down,down,
172.18.2.115,Tw1/0/1,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/2,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/3,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/4,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/5,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/6,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/7,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/8,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/9,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/11,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/12,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/13,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/14,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/15,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/16,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/17,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/18,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/19,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/20,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/21,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/22,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/23,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/24,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/25,admin,down,down     WAP-MIST-EDGE-POC
172.18.2.115,Tw1/0/26,admin,down,down     WAP-MIST-EDGE-POC
172.18.2.115,Tw1/0/27,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/28,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/29,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/30,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/31,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/32,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/34,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/35,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw1/0/36,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Te1/0/37,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Te1/0/38,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Te1/0/39,up,up,"""Zoom-Phones - Wired - 802.1x"""
172.18.2.115,Te1/0/40,down,down,
172.18.2.115,Te1/0/41,up,up,"""AV - Wired - 802.1x"""
172.18.2.115,Te1/0/42,up,up,"""AV - Wired - 802.1x"""
172.18.2.115,Te1/0/43,up,up,"""WAP Ports"""
172.18.2.115,Te1/0/44,up,up,"""WAP Ports"""
172.18.2.115,Te1/0/45,up,up,"""WAP Ports"""
172.18.2.115,Te1/0/46,up,up,"""WAP Ports"""
172.18.2.115,Te1/0/47,up,up,"""WAP Ports"""
172.18.2.115,Te1/0/48,up,up,"""WAP Ports"""
172.18.2.115,Gi1/1/1,down,down,
172.18.2.115,Gi1/1/2,down,down,
172.18.2.115,Gi1/1/3,down,down,
172.18.2.115,Gi1/1/4,down,down,
172.18.2.115,Te1/1/1,up,up,P2P-ER01-AC
172.18.2.115,Te1/1/2,admin,down,down
172.18.2.115,Te1/1/4,admin,down,down
172.18.2.115,Te1/1/5,admin,down,down
172.18.2.115,Te1/1/6,admin,down,down
172.18.2.115,Te1/1/7,admin,down,down
172.18.2.115,Te1/1/8,admin,down,down
172.18.2.115,Fo1/1/1,down,down,
172.18.2.115,Fo1/1/2,down,down,
172.18.2.115,Twe1/1/1,down,down,
172.18.2.115,Twe1/1/2,down,down,
172.18.2.115,Ap1/0/1,up,up,
172.18.2.115,Tw2/0/1,up,up,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/2,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/3,up,up,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/4,up,up,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/5,up,up,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/6,up,up,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/7,up,up,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/8,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/9,up,up,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/10,up,up,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/11,up,up,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/12,up,up,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/14,up,up,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/15,up,up,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/16,up,up,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/17,up,up,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/18,up,up,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/19,up,up,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/20,up,up,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/21,up,up,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/22,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/23,up,up,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/24,up,up,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/25,up,up,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/26,up,up,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/27,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/28,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/29,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/30,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/31,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/32,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/33,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/34,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Tw2/0/35,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Te2/0/37,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Te2/0/38,down,down,"""DATA - Wired - 802.1x"""
172.18.2.115,Te2/0/39,up,up,"""Zoom-Phones - Wired - 802.1x"""
172.18.2.115,Te2/0/40,up,up,"""Uplink - SWTC19AC15"""
172.18.2.115,Te2/0/41,up,up,"""AV - Wired - 802.1x"""
172.18.2.115,Te2/0/42,down,down,"""AV - Wired - 802.1x"""
172.18.2.115,Te2/0/43,up,up,"""WAP Ports"""
172.18.2.115,Te2/0/44,up,up,"""WAP Ports"""
172.18.2.115,Te2/0/45,up,up,"""WAP Ports"""
172.18.2.115,Te2/0/46,up,up,"""WAP Ports"""
172.18.2.115,Te2/0/47,up,up,"""WAP Ports"""
172.18.2.115,Te2/0/48,up,up,"""WAP Ports"""
172.18.2.115,Gi2/1/1,down,down,
172.18.2.115,Gi2/1/2,down,down,
172.18.2.115,Gi2/1/3,down,down,
172.18.2.115,Gi2/1/4,down,down,
172.18.2.115,Te2/1/1,up,up,P2P-ER02-AC
172.18.2.115,Te2/1/2,admin,down,down
172.18.2.115,Te2/1/3,admin,down,down
172.18.2.115,Te2/1/4,admin,down,down
172.18.2.115,Te2/1/5,admin,down,down
172.18.2.115,Te2/1/7,admin,down,down
172.18.2.115,Te2/1/8,admin,down,down
172.18.2.115,Fo2/1/1,down,down,
172.18.2.115,Fo2/1/2,down,down,
172.18.2.115,Twe2/1/1,down,down,
172.18.2.115,Twe2/1/2,down,down,
172.18.2.115,Ap2/0/1,up,up,
172.18.2.115,Po20,down,down,
172.18.2.115,Lo0,up,up,MGT Loopback 19N
172.18.2.123,show,interfaces,description,
172.18.2.123,Vl1,admin,down,down
172.18.2.123,Vl888,admin,down,down     BLACKHOLE
172.18.2.123,Vl1212,up,up,P2P-ER01-AC
172.18.2.123,Vl1217,up,up,GUEST
172.18.2.123,Vl1222,up,up,P2P-ER02-AC
172.18.2.123,Vl1227,up,up,GUEST
172.18.2.123,Vl1590,admin,down,down     MCO
172.18.2.123,Vl2119,up,up,Data_19S
172.18.2.123,Vl2819,up,up,VideoFacilities_19S
172.18.2.123,Vl3290,up,up,GUEST
172.18.2.123,Gi0/0,down,down,
172.18.2.123,Tw1/0/1,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/2,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/3,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/4,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/5,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/6,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/7,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/8,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/9,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/10,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/11,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/13,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/14,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/15,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/16,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/17,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/18,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/19,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/20,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/21,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/22,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/23,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/24,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/25,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/26,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/27,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/28,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/29,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/30,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/31,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/32,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/33,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/34,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw1/0/36,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Te1/0/37,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Te1/0/38,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Te1/0/39,up,up,"""Zoom-Phones - Wired - 802.1x"""
172.18.2.123,Te1/0/40,down,down,"""AV - Wired - 802.1x"""
172.18.2.123,Te1/0/41,up,up,"""AV - Wired - 802.1x"""
172.18.2.123,Te1/0/42,down,down,"""AV - Wired - 802.1x"""
172.18.2.123,Te1/0/43,up,up,"""AV - Wired - 802.1x"""
172.18.2.123,Te1/0/44,up,up,"""AV - Wired - 802.1x"""
172.18.2.123,Te1/0/45,up,up,"""WAP Ports"""
172.18.2.123,Te1/0/46,up,up,"""WAP Ports"""
172.18.2.123,Te1/0/47,up,up,"""WAP Ports"""
172.18.2.123,Te1/0/48,up,up,"""WAP Ports"""
172.18.2.123,Gi1/1/1,down,down,
172.18.2.123,Gi1/1/2,down,down,
172.18.2.123,Gi1/1/3,down,down,
172.18.2.123,Gi1/1/4,down,down,
172.18.2.123,Te1/1/1,up,up,P2P-ER01-AC
172.18.2.123,Te1/1/2,admin,down,down
172.18.2.123,Te1/1/3,admin,down,down
172.18.2.123,Te1/1/4,admin,down,down
172.18.2.123,Te1/1/6,admin,down,down
172.18.2.123,Te1/1/7,admin,down,down
172.18.2.123,Te1/1/8,admin,down,down
172.18.2.123,Fo1/1/1,down,down,
172.18.2.123,Fo1/1/2,down,down,
172.18.2.123,Twe1/1/1,down,down,
172.18.2.123,Twe1/1/2,down,down,
172.18.2.123,Ap1/0/1,up,up,
172.18.2.123,Tw2/0/1,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/2,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/3,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/4,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/5,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/6,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/7,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/8,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/9,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/10,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/11,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/12,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw2/0/13,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/14,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/16,up,up,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/17,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/18,up,up,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/19,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/20,up,up,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/21,up,up,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/22,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/23,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/24,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/25,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/26,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/27,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/28,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/29,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/30,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/31,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/32,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/33,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/34,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/35,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw2/0/36,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Te2/0/37,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Te2/0/39,down,down,"""AV - Wired - 802.1x"""
172.18.2.123,Te2/0/40,down,down,"""AV - Wired - 802.1x"""
172.18.2.123,Te2/0/41,up,up,"""AV - Wired - 802.1x"""
172.18.2.123,Te2/0/42,up,up,"""AV - Wired - 802.1x"""
172.18.2.123,Te2/0/43,up,up,"""AV - Wired - 802.1x"""
172.18.2.123,Te2/0/44,up,up,"""AV - Wired - 802.1x"""
172.18.2.123,Te2/0/45,up,up,"""WAP Ports"""
172.18.2.123,Te2/0/46,up,up,"""WAP Ports"""
172.18.2.123,Te2/0/47,up,up,"""WAP Ports"""
172.18.2.123,Te2/0/48,up,up,"""WAP Ports"""
172.18.2.123,Gi2/1/1,down,down,
172.18.2.123,Gi2/1/2,down,down,
172.18.2.123,Gi2/1/3,down,down,
172.18.2.123,Gi2/1/4,down,down,
172.18.2.123,Te2/1/1,up,up,P2P-ER02-AC
172.18.2.123,Te2/1/2,admin,down,down
172.18.2.123,Te2/1/3,admin,down,down
172.18.2.123,Te2/1/4,admin,down,down
172.18.2.123,Te2/1/5,admin,down,down
172.18.2.123,Te2/1/6,admin,down,down
172.18.2.123,Te2/1/7,admin,down,down
172.18.2.123,Te2/1/8,admin,down,down
172.18.2.123,Fo2/1/2,down,down,
172.18.2.123,Twe2/1/1,down,down,
172.18.2.123,Twe2/1/2,down,down,
172.18.2.123,Ap2/0/1,up,up,
172.18.2.123,Tw3/0/1,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw3/0/2,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw3/0/3,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw3/0/4,admin,down,down     WAP-MIST-EDGE-POC
172.18.2.123,Tw3/0/5,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw3/0/6,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw3/0/7,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw3/0/8,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw3/0/9,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw3/0/10,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw3/0/11,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw3/0/12,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw3/0/13,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw3/0/14,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw3/0/15,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw3/0/16,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw3/0/17,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw3/0/18,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw3/0/20,up,up,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw3/0/21,up,up,"""TSA 19 Floor"""
172.18.2.123,Tw3/0/22,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw3/0/23,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw3/0/24,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw3/0/25,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw3/0/26,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw3/0/27,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw3/0/28,up,up,"""TSA 19 Floor"""
172.18.2.123,Tw3/0/29,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw3/0/30,up,up,"""TSA 19 Floor"""
172.18.2.123,Tw3/0/31,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw3/0/32,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw3/0/33,up,up,"""TSA 19 Floor"""
172.18.2.123,Tw3/0/34,up,up,"""TSA 19 Floor"""
172.18.2.123,Tw3/0/35,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw3/0/36,up,up,"""TSA 19 Floor"""
172.18.2.123,Te3/0/37,up,up,"""TSA 19 Floor"""
172.18.2.123,Te3/0/38,up,up,"""TSA 19 Floor"""
172.18.2.123,Te3/0/39,down,down,"""TSA 19 Floor"""
172.18.2.123,Te3/0/40,up,up,"""TSA 19 Floor"""
172.18.2.123,Te3/0/41,up,up,"""AV - Wired - 802.1x"""
172.18.2.123,Te3/0/43,up,up,"""AV - Wired - 802.1x"""
172.18.2.123,Te3/0/44,up,up,"""AV - Wired - 802.1x"""
172.18.2.123,Te3/0/45,up,up,"""WAP Ports"""
172.18.2.123,Te3/0/46,up,up,"""WAP Ports"""
172.18.2.123,Te3/0/47,up,up,
172.18.2.123,Te3/0/48,up,up,
172.18.2.123,Gi3/1/1,down,down,
172.18.2.123,Gi3/1/2,down,down,
172.18.2.123,Gi3/1/3,down,down,
172.18.2.123,Gi3/1/4,down,down,
172.18.2.123,Te3/1/1,down,down,
172.18.2.123,Te3/1/2,admin,down,down
172.18.2.123,Te3/1/3,admin,down,down
172.18.2.123,Te3/1/4,admin,down,down
172.18.2.123,Te3/1/5,admin,down,down
172.18.2.123,Te3/1/6,admin,down,down
172.18.2.123,Te3/1/7,admin,down,down
172.18.2.123,Te3/1/8,admin,down,down
172.18.2.123,Fo3/1/1,down,down,
172.18.2.123,Fo3/1/2,down,down,
172.18.2.123,Twe3/1/1,down,down,
172.18.2.123,Twe3/1/2,down,down,
172.18.2.123,Tw4/0/1,up,up,"""TSA 19 Floor"""
172.18.2.123,Tw4/0/2,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw4/0/3,up,up,"""TSA 19 Floor"""
172.18.2.123,Tw4/0/4,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw4/0/5,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw4/0/6,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw4/0/7,up,up,"""TSA 19 Floor"""
172.18.2.123,Tw4/0/8,up,up,"""TSA 19 Floor"""
172.18.2.123,Tw4/0/9,up,up,"""TSA 19 Floor"""
172.18.2.123,Tw4/0/10,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw4/0/11,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw4/0/12,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw4/0/13,up,up,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw4/0/14,up,up,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw4/0/15,up,up,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw4/0/16,up,up,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw4/0/17,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw4/0/18,down,down,
172.18.2.123,Tw4/0/19,down,down,
172.18.2.123,Tw4/0/20,up,up,
172.18.2.123,Tw4/0/21,down,down,
172.18.2.123,Tw4/0/22,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw4/0/24,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw4/0/25,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw4/0/26,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw4/0/27,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw4/0/28,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw4/0/29,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw4/0/30,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw4/0/31,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw4/0/32,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw4/0/33,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw4/0/34,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw4/0/35,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Tw4/0/36,down,down,"""TSA 19 Floor"""
172.18.2.123,Te4/0/37,up,up,"""TSA 19 Floor"""
172.18.2.123,Te4/0/38,up,up,"""TSA 19 Floor"""
172.18.2.123,Te4/0/39,down,down,"""TSA 19 Floor"""
172.18.2.123,Te4/0/40,down,down,"""TSA 19 Floor"""
172.18.2.123,Te4/0/41,up,up,"""AV - Wired - 802.1x"""
172.18.2.123,Te4/0/42,up,up,"""AV - Wired - 802.1x"""
172.18.2.123,Te4/0/43,up,up,"""AV - Wired - 802.1x"""
172.18.2.123,Te4/0/44,down,down,"""AV - Wired - 802.1x"""
172.18.2.123,Te4/0/45,down,down,"""DATA - Wired - 802.1x"""
172.18.2.123,Te4/0/47,down,down,
172.18.2.123,Te4/0/48,down,down,
172.18.2.123,Gi4/1/1,down,down,
172.18.2.123,Gi4/1/2,down,down,
172.18.2.123,Gi4/1/3,down,down,
172.18.2.123,Gi4/1/4,down,down,
172.18.2.123,Te4/1/1,down,down,
172.18.2.123,Te4/1/2,admin,down,down
172.18.2.123,Te4/1/3,admin,down,down
172.18.2.123,Te4/1/4,admin,down,down
172.18.2.123,Te4/1/5,admin,down,down
172.18.2.123,Te4/1/6,admin,down,down
172.18.2.123,Te4/1/7,admin,down,down
172.18.2.123,Te4/1/8,admin,down,down
172.18.2.123,Fo4/1/1,down,down,
172.18.2.123,Fo4/1/2,down,down,
172.18.2.123,Twe4/1/1,down,down,
172.18.2.123,Twe4/1/2,down,down,
172.18.2.123,Ap4/0/1,up,up,
172.18.2.123,Tw5/0/1,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/2,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/3,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/5,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/6,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/7,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/8,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/9,up,up,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/10,up,up,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/11,up,up,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/12,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/13,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/14,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/15,up,up,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/16,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/17,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/18,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/19,up,up,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/20,up,up,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/21,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/22,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/23,up,up,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/24,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/25,down,down,"""TSA 19 Floor"""
172.18.2.123,Tw5/0/26,down,down,"""TSA 19 Floor"""
